179,600.2168,1.7E3,4.2E2,1.7E3,8.52,8.51,8.56,4.0E1,600.1000,600.2957,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,600.2168,DETECTED,4.0E1,600.1000,600.2957,0.03,2.00,1.7E3,4.2E2,1.7E3,8.52,8.51,8.56,3.00,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
180,632.4960,4.5E3,5.1E1,4.5E3,8.72,8.63,8.82,3.9E2,632.4396,632.6931,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,632.4960,DETECTED,3.9E2,632.4396,632.6931,0.08,0.93,4.5E3,5.1E1,4.5E3,8.72,8.63,8.82,0.96,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
181,650.7534,2.0E3,1.9E2,2.0E3,8.73,8.63,8.80,1.8E2,650.6450,650.9527,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,650.7534,DETECTED,1.8E2,650.6450,650.9527,0.07,0.76,2.0E3,1.9E2,2.0E3,8.73,8.63,8.80,0.52,2,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
182,646.7816,3.1E3,5.2E1,3.1E3,8.96,8.90,9.07,1.8E2,646.2000,646.8026,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,646.7816,DETECTED,1.8E2,646.2000,646.8026,0.06,0.98,3.1E3,5.2E1,3.1E3,8.96,8.90,9.07,1.00,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
183,474.6011,1.8E3,5.0E1,1.8E3,9.78,9.73,9.83,1.0E2,474.3084,475.2000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,474.6011,DETECTED,1.0E2,474.3084,475.2000,0.06,1.18,1.8E3,5.0E1,1.8E3,9.78,9.73,9.83,1.40,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
184,906.2999,7.5E2,2.3E2,7.5E2,0.65,0.61,0.70,4.3E1,906.1285,906.3000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,906.2999,DETECTED,4.3E1,906.1285,906.3000,0.06,1.17,7.5E2,2.3E2,7.5E2,0.65,0.61,0.70,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
185,1140.0566,3.4E3,9.9E1,3.4E3,3.41,3.35,3.49,2.3E2,1139.5000,1140.6042,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,1140.0566,DETECTED,2.3E2,1139.5000,1140.6042,0.07,0.90,3.4E3,9.9E1,3.4E3,3.41,3.35,3.49,0.75,,,,UNKNOWN,,,,,,,,,,,,,,
186,928.6998,1.8E3,3.5E2,1.8E3,3.80,3.75,3.84,1.0E2,928.6997,928.6998,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,928.6998,DETECTED,1.0E2,928.6997,928.6998,0.07,0.88,1.8E3,3.5E2,1.8E3,3.80,3.75,3.84,0.95,,,,UNKNOWN,,,,,,,,,,,,,,
187,1022.8997,5.1E3,4.9E2,5.1E3,4.69,4.64,4.74,2.9E2,1022.8997,1023.0666,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,1022.8997,DETECTED,2.9E2,1022.8997,1023.0666,0.06,0.89,5.1E3,4.9E2,5.1E3,4.69,4.64,4.74,0.75,,,,UNKNOWN,,,,,,,,,,,,,,
188,1010.6136,3.3E3,6.1E1,3.3E3,4.93,4.89,5.04,2.0E2,1010.4000,1011.1200,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,1010.6136,DETECTED,2.0E2,1010.4000,1011.1200,0.06,1.34,3.3E3,6.1E1,3.3E3,4.93,4.89,5.04,1.35,,,,UNKNOWN,,,,,,,,,,,,,,
189,842.7097,1.1E3,5.2E1,1.1E3,4.99,4.95,5.05,6.4E1,842.3000,842.7241,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,842.7097,DETECTED,6.4E1,842.3000,842.7241,0.06,1.16,1.1E3,5.2E1,1.1E3,4.99,4.95,5.05,1.27,,,,UNKNOWN,,,,,,,,,,,,,,
190,860.6737,1.1E4,5.1E2,1.1E4,5.00,4.93,5.06,6.5E2,860.6278,860.7886,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,860.6737,DETECTED,6.5E2,860.6278,860.7886,0.06,1.03,1.1E4,5.1E2,1.1E4,5.00,4.93,5.06,1.01,2,1,,UNKNOWN,,,,,,,,,,,,,,
191,848.6208,1.3E4,4.1E2,1.3E4,5.26,5.14,5.34,9.7E2,848.4148,848.6932,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,848.6208,DETECTED,9.7E2,848.4148,848.6932,0.06,0.83,1.3E4,4.1E2,1.3E4,5.26,5.14,5.34,0.68,2,1,,UNKNOWN,,,,,,,,,,,,,,
192,826.6972,6.7E2,5.1E1,6.7E2,5.71,5.63,5.75,4.0E1,826.6967,826.8076,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,826.6972,DETECTED,4.0E1,826.6967,826.8076,0.06,0.54,6.7E2,5.1E1,6.7E2,5.71,5.63,5.75,0.77,,,,UNKNOWN,,,,,,,,,,,,,,
193,780.5104,1.6E3,5.0E1,1.6E3,5.86,5.80,5.95,9.5E1,780.4995,780.8000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,780.5104,DETECTED,9.5E1,780.4995,780.8000,0.06,0.94,1.6E3,5.0E1,1.6E3,5.86,5.80,5.95,0.72,,,,UNKNOWN,,,,,,,,,,,,,,
194,952.8948,1.2E3,5.2E1,1.2E3,6.86,6.80,6.91,7.0E1,952.5000,952.8990,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,952.8948,DETECTED,7.0E1,952.5000,952.8990,0.06,0.87,1.2E3,5.2E1,1.2E3,6.86,6.80,6.91,0.71,,,,UNKNOWN,,,,,,,,,,,,,,
195,1121.1000,6.0E2,7.1E1,6.0E2,6.88,6.84,6.95,3.6E1,1121.0999,1121.1005,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,1121.1000,DETECTED,3.6E1,1121.0999,1121.1005,0.06,1.33,6.0E2,7.1E1,6.0E2,6.88,6.84,6.95,1.36,,,,UNKNOWN,,,,,,,,,,,,,,
196,932.6866,1.2E3,3.4E2,1.2E3,7.08,7.04,7.13,6.6E1,932.5178,932.6948,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,932.6866,DETECTED,6.6E1,932.5178,932.6948,0.06,1.17,1.2E3,3.4E2,1.2E3,7.08,7.04,7.13,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
197,790.9001,6.2E2,2.4E2,6.2E2,7.13,7.09,7.18,3.6E1,790.9001,791.0600,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,790.9001,DETECTED,3.6E1,790.9001,791.0600,0.06,1.17,6.2E2,2.4E2,6.2E2,7.13,7.09,7.18,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
198,814.1998,5.5E2,8.7E1,5.5E2,7.13,7.09,7.19,3.3E1,814.1993,814.4857,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,814.1998,DETECTED,3.3E1,814.1993,814.4857,0.06,1.33,5.5E2,8.7E1,5.5E2,7.13,7.09,7.19,1.44,,,,UNKNOWN,,,,,,,,,,,,,,
199,808.6117,3.0E3,3.1E2,3.0E3,7.15,7.09,7.22,2.0E2,808.5527,808.6924,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,808.6117,DETECTED,2.0E2,808.5527,808.6924,0.07,1.00,3.0E3,3.1E2,3.0E3,7.15,7.09,7.22,1.25,,,,UNKNOWN,,,,,,,,,,,,,,
200,764.5000,9.4E2,2.0E2,9.4E2,7.18,7.11,7.24,6.8E1,764.3500,764.5004,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,764.5000,DETECTED,6.8E1,764.3500,764.5004,0.07,1.00,9.4E2,2.0E2,9.4E2,7.18,7.11,7.24,1.00,,,,UNKNOWN,,,,,,,,,,,,,,
201,812.3202,2.5E3,2.0E2,2.5E3,7.21,7.13,7.27,1.8E2,812.2992,812.3998,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,812.3202,DETECTED,1.8E2,812.2992,812.3998,0.07,0.98,2.5E3,2.0E2,2.5E3,7.21,7.13,7.27,1.03,,,,UNKNOWN,,,,,,,,,,,,,,
202,796.7261,2.0E3,1.6E2,2.0E3,7.34,7.27,7.40,1.3E2,796.6124,796.9000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,796.7261,DETECTED,1.3E2,796.6124,796.9000,0.06,1.00,2.0E3,1.6E2,2.0E3,7.34,7.27,7.40,1.07,,,,UNKNOWN,,,,,,,,,,,,,,
203,778.5101,1.6E3,9.0E1,1.6E3,7.36,7.30,7.41,9.5E1,778.3507,778.6038,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,778.5101,DETECTED,9.5E1,778.3507,778.6038,0.06,1.00,1.6E3,9.0E1,1.6E3,7.36,7.30,7.41,0.84,,,,UNKNOWN,,,,,,,,,,,,,,
204,752.7405,3.5E3,3.7E2,3.5E3,7.39,7.34,7.45,2.1E2,752.6991,752.7915,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,752.7405,DETECTED,2.1E2,752.6991,752.7915,0.06,1.13,3.5E3,3.7E2,3.5E3,7.39,7.34,7.45,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
205,770.7429,2.9E3,2.3E2,2.9E3,7.40,7.32,7.45,2.0E2,770.6499,770.7989,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,770.7429,DETECTED,2.0E2,770.6499,770.7989,0.07,0.88,2.9E3,2.3E2,2.9E3,7.40,7.32,7.45,0.84,,,,UNKNOWN,,,,,,,,,,,,,,
206,766.5961,1.2E3,5.8E1,1.2E3,7.63,7.58,7.69,6.9E1,766.4000,766.6018,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,766.5961,DETECTED,6.9E1,766.4000,766.6018,0.07,0.87,1.2E3,5.8E1,1.2E3,7.63,7.58,7.69,0.72,,,,UNKNOWN,,,,,,,,,,,,,,
207,784.5018,5.1E3,5.1E1,5.1E3,7.63,7.56,7.71,3.2E2,783.9000,784.8000,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,784.5018,DETECTED,3.2E2,783.9000,784.8000,0.06,1.01,5.1E3,5.1E1,5.1E3,7.63,7.56,7.71,0.93,2,1,,UNKNOWN,,,,,,,,,,,,,,
208,792.7653,3.0E3,3.4E2,3.0E3,7.66,7.60,7.71,1.9E2,792.7435,792.7963,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,792.7653,DETECTED,1.9E2,792.7435,792.7963,0.06,0.90,3.0E3,3.4E2,3.0E3,7.66,7.60,7.71,0.98,,,,UNKNOWN,,,,,,,,,,,,,,
209,810.4997,3.0E3,5.0E1,3.0E3,7.66,7.60,7.74,1.8E2,810.3000,810.8000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,810.4997,DETECTED,1.8E2,810.3000,810.8000,0.06,1.01,3.0E3,5.0E1,3.0E3,7.66,7.60,7.74,1.04,,,,UNKNOWN,,,,,,,,,,,,,,
210,812.6148,1.6E3,5.1E1,1.6E3,7.66,7.61,7.74,1.0E2,811.7242,812.8000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,812.6148,DETECTED,1.0E2,811.7242,812.8000,0.06,1.51,1.6E3,5.1E1,1.6E3,7.66,7.61,7.74,1.88,,,,UNKNOWN,,,,,,,,,,,,,,
211,796.5232,3.8E3,6.0E2,3.8E3,7.75,7.65,7.80,2.9E2,796.4901,796.6124,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,796.5232,DETECTED,2.9E2,796.4901,796.6124,0.06,0.75,3.8E3,6.0E2,3.8E3,7.75,7.65,7.80,0.54,,,,UNKNOWN,,,,,,,,,,,,,,
212,780.8095,2.7E3,8.1E1,2.7E3,7.87,7.79,7.93,1.9E2,780.4000,781.3030,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,780.8095,DETECTED,1.9E2,780.4000,781.3030,0.07,0.82,2.7E3,8.1E1,2.7E3,7.87,7.79,7.93,0.69,2,1,,UNKNOWN,,,,,,,,,,,,,,
213,798.8079,1.5E4,1.1E2,1.5E4,7.87,7.79,7.95,9.3E2,798.6556,799.0659,1,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,798.8079,DETECTED,9.3E2,798.6556,799.0659,0.06,0.97,1.5E4,1.1E2,1.5E4,7.87,7.79,7.95,0.94,2,1,,UNKNOWN,,,,,,,,,,,,,,
214,871.5999,1.4E3,2.9E2,1.4E3,8.19,8.15,8.24,7.9E1,871.5998,871.6312,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,871.5999,DETECTED,7.9E1,871.5998,871.6312,0.07,1.17,1.4E3,2.9E2,1.4E3,8.19,8.15,8.24,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
215,799.3089,5.2E2,5.8E1,5.2E2,8.28,8.23,8.31,2.5E1,799.0659,799.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,799.3089,DETECTED,2.5E1,799.0659,799.5000,0.12,0.75,5.2E2,5.8E1,5.2E2,8.28,8.23,8.31,0.66,,,,UNKNOWN,,,,,,,,,,,,,,
216,799.7881,3.7E3,5.3E1,3.7E3,8.32,8.26,8.43,2.7E2,799.6420,799.9260,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,799.7881,DETECTED,2.7E2,799.6420,799.9260,0.06,1.15,3.7E3,5.3E1,3.7E3,8.32,8.26,8.43,0.95,,,,UNKNOWN,,,,,,,,,,,,,,
217,799.3876,7.6E2,1.2E2,7.6E2,8.36,8.31,8.45,3.3E1,799.0659,799.4054,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,799.3876,DETECTED,3.3E1,799.0659,799.4054,0.09,1.38,7.6E2,1.2E2,7.6E2,8.36,8.31,8.45,1.69,,,,UNKNOWN,,,,,,,,,,,,,,
218,773.4493,2.0E3,2.0E2,2.0E3,8.40,8.28,8.50,2.2E2,773.2032,773.7308,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,773.4493,DETECTED,2.2E2,773.2032,773.7308,0.06,0.97,2.0E3,2.0E2,2.0E3,8.40,8.28,8.50,1.00,,,,UNKNOWN,,,,,,,,,,,,,,
219,821.7952,1.8E3,6.9E1,1.8E3,8.43,8.34,8.48,1.1E2,821.6356,821.8001,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,821.7952,DETECTED,1.1E2,821.6356,821.8001,0.06,0.93,1.8E3,6.9E1,1.8E3,8.43,8.34,8.48,1.05,,,,UNKNOWN,,,,,,,,,,,,,,
220,800.5778,1.2E3,3.7E2,1.2E3,8.44,8.36,8.49,1.0E2,800.4969,800.7009,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,800.5778,DETECTED,1.0E2,800.4969,800.7009,0.10,0.83,1.2E3,3.7E2,1.2E3,8.44,8.36,8.49,0.67,,,,UNKNOWN,,,,,,,,,,,,,,
221,836.4999,8.4E2,1.9E2,8.4E2,8.57,8.53,8.62,4.8E1,836.4062,836.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,836.4999,DETECTED,4.8E1,836.4062,836.5000,0.07,1.17,8.4E2,1.9E2,8.4E2,8.57,8.53,8.62,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
222,787.1272,1.5E3,9.9E1,1.5E3,8.70,8.62,8.74,9.1E1,787.0980,787.7026,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,787.1272,DETECTED,9.1E1,787.0980,787.7026,0.06,0.79,1.5E3,9.9E1,1.5E3,8.70,8.62,8.74,0.65,,,,UNKNOWN,,,,,,,,,,,,,,
223,773.6983,1.6E3,5.6E1,1.6E3,8.75,8.71,8.80,9.4E1,773.4737,773.6994,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,773.6983,DETECTED,9.4E1,773.4737,773.6994,0.06,1.17,1.6E3,5.6E1,1.6E3,8.75,8.71,8.80,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
224,787.5917,1.4E3,5.1E1,1.4E3,8.85,8.82,8.93,8.2E1,787.1000,787.6003,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,787.5917,DETECTED,8.2E1,787.1000,787.6003,0.06,1.16,1.4E3,5.1E1,1.4E3,8.85,8.82,8.93,1.27,,,,UNKNOWN,,,,,,,,,,,,,,
225,799.5968,8.7E2,2.6E2,8.7E2,8.88,8.84,8.93,5.0E1,799.5964,799.7884,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,799.5968,DETECTED,5.0E1,799.5964,799.7884,0.06,1.17,8.7E2,2.6E2,8.7E2,8.88,8.84,8.93,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
226,814.4999,8.4E2,2.6E2,8.4E2,9.24,9.21,9.30,4.8E1,814.4857,814.5000,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,814.4999,DETECTED,4.8E1,814.4857,814.5000,0.06,1.17,8.4E2,2.6E2,8.4E2,9.24,9.21,9.30,1.33,,,,UNKNOWN,,,,,,,,,,,,,,
227,801.7407,5.6E2,6.8E1,5.6E2,9.30,9.23,9.41,4.1E1,801.5424,801.7972,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,801.7407,DETECTED,4.1E1,801.5424,801.7972,0.07,1.40,5.6E2,6.8E1,5.6E2,9.30,9.23,9.41,1.65,,,,UNKNOWN,,,,,,,,,,,,,,
228,1052.7000,1.3E3,2.8E2,1.3E3,9.62,9.57,9.66,7.4E1,1052.6998,1052.7454,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,1052.7000,DETECTED,7.4E1,1052.6998,1052.7454,0.07,0.88,1.3E3,2.8E2,1.3E3,9.62,9.57,9.66,0.75,,,,UNKNOWN,,,,,,,,,,,,,,
