26,0,658.2001,658.7000,8.65,3.5E2,8.57,8.73,1,5.2E3,1.4E2,5.2E3,658.6544,658.2001,658.7000,3.5E2,0.07,5.2E3,658.6544,DETECTED,0,8.65,0.99,8.57,8.73,1.4E2,5.2E3,1.00,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
27,0,632.3000,632.7012,8.70,4.4E2,4.07,8.78,1,7.0E3,5.0E1,7.0E3,632.4843,632.3000,632.7012,4.4E2,0.07,7.0E3,632.4843,DETECTED,0,8.70,1.04,4.07,8.78,5.0E1,7.0E3,1.02,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
28,0,650.2999,651.3000,8.72,6.1E2,7.85,9.81,,7.1E3,5.0E1,7.1E3,650.5466,650.2999,651.3000,6.1E2,0.09,7.1E3,650.5466,DETECTED,0,8.72,0.60,7.85,9.81,5.0E1,7.1E3,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
29,0,664.3000,664.6271,8.91,3.5E2,8.85,9.08,1,4.9E3,5.2E1,4.9E3,664.5090,664.3000,664.6271,3.5E2,0.07,4.9E3,664.5090,DETECTED,0,8.91,1.41,8.85,9.08,5.2E1,4.9E3,1.27,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
30,0,646.1000,646.8713,8.94,6.8E2,0.51,9.17,,8.8E3,5.0E1,8.8E3,646.4647,646.1000,646.8713,6.8E2,0.08,8.8E3,646.4647,DETECTED,0,8.94,0.76,0.51,9.17,5.0E1,8.8E3,0.92,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
31,0,694.0000,694.6000,8.94,5.5E1,3.79,9.39,,6.7E2,5.0E1,6.7E2,694.4571,694.0000,694.6000,5.5E1,0.06,6.7E2,694.4571,DETECTED,0,8.94,5.49,3.79,9.39,5.0E1,6.7E2,0.54,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
32,0,695.9000,696.6000,8.99,6.3E1,0.00,9.07,,1.0E3,5.1E1,1.0E3,696.5446,695.9000,696.6000,6.3E1,0.06,1.0E3,696.5446,DETECTED,0,8.99,0.02,0.00,9.07,5.1E1,1.0E3,0.54,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
33,0,660.2000,661.0000,9.15,3.9E3,8.52,9.48,1,5.4E4,5.1E1,5.4E4,660.5467,660.2000,661.0000,3.9E3,0.07,5.4E4,660.5467,DETECTED,0,9.15,1.15,8.52,9.48,5.1E1,5.4E4,1.05,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
34,0,678.3266,678.9044,9.16,2.4E3,9.02,9.24,1,3.5E4,5.0E1,3.5E4,678.4938,678.3266,678.9044,2.4E3,0.06,3.5E4,678.4938,DETECTED,0,9.16,0.79,9.02,9.24,5.0E1,3.5E4,0.90,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
35,0,690.5000,690.5989,9.16,1.5E2,8.90,9.20,,2.6E3,5.0E1,2.6E3,690.5975,690.5000,690.5989,1.5E2,0.06,2.6E3,690.5975,DETECTED,0,9.16,0.01,8.90,9.20,5.0E1,2.6E3,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
36,0,675.4000,675.7000,9.34,3.0E1,0.49,9.39,,4.6E2,5.0E1,4.6E2,675.4273,675.4000,675.7000,3.0E1,0.06,4.6E2,675.4273,DETECTED,0,9.34,0.01,0.49,9.39,5.0E1,4.6E2,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
37,0,704.1000,704.6998,9.34,4.2E1,9.26,9.53,,5.9E2,5.0E1,5.9E2,704.6425,704.1000,704.6998,4.2E1,0.06,5.9E2,704.6425,DETECTED,0,9.34,4.44,9.26,9.53,5.0E1,5.9E2,2.60,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
38,0,691.9000,693.0000,9.35,1.4E2,0.00,9.43,,1.2E3,5.0E1,1.2E3,692.3848,691.9000,693.0000,1.4E2,3.14,1.2E3,692.3848,DETECTED,0,9.35,0.02,0.00,9.43,5.0E1,1.2E3,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
39,0,688.5001,688.5986,9.55,7.8E1,8.99,9.60,,6.8E2,1.3E2,6.8E2,688.5517,688.5001,688.5986,7.8E1,0.58,6.8E2,688.5517,DETECTED,0,9.55,1.15,8.99,9.60,1.3E2,6.8E2,0.55,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
40,0,706.4024,706.4067,9.59,8.2E1,9.55,9.64,,1.4E3,5.3E2,1.4E3,706.4044,706.4024,706.4067,8.2E1,0.06,1.4E3,706.4044,DETECTED,0,9.59,1.33,9.55,9.64,5.3E2,1.4E3,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
41,0,716.4000,716.8782,9.98,3.5E2,9.91,10.00,,1.2E4,5.2E1,1.2E4,716.7756,716.4000,716.8782,3.5E2,0.02,1.2E4,716.7756,DETECTED,0,9.98,0.80,9.91,10.00,5.2E1,1.2E4,0.85,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
42,0,734.1998,734.9000,9.98,3.3E2,9.91,10.00,,1.1E4,6.2E1,1.1E4,734.5342,734.1998,734.9000,3.3E2,0.02,1.1E4,734.5342,DETECTED,0,9.98,0.24,9.91,10.00,6.2E1,1.1E4,0.61,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
43,0,702.4991,702.9004,10.00,1.8E2,0.66,10.00,,1.2E3,5.2E1,1.2E3,702.6693,702.4991,702.9004,1.8E2,0.26,1.2E3,702.6693,DETECTED,0,10.00,,0.66,10.00,5.2E1,1.2E3,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
44,0,722.2964,722.5000,10.00,5.2E1,8.93,10.00,,2.8E3,5.1E1,2.8E3,722.3610,722.2964,722.5000,5.2E1,1.45,2.8E3,722.3610,DETECTED,0,10.00,,8.93,10.00,5.1E1,2.8E3,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
45,0,794.5093,794.8000,10.00,5.7E1,8.04,10.00,,5.4E3,1.1E2,5.4E3,794.7328,794.5093,794.8000,5.7E1,4.22,5.4E3,794.7328,DETECTED,0,10.00,,8.04,10.00,1.1E2,5.4E3,0.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
46,0,785.0000,785.4000,0.74,1.2E2,0.66,5.16,,1.6E3,5.0E1,1.6E3,785.1996,,,,,,,UNKNOWN,,,,,,,,,,,785.0000,785.4000,1.2E2,0.07,1.6E3,785.1996,DETECTED,0,0.74,57.05,0.66,5.16,5.0E1,1.6E3,28.89,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
47,0,506.1987,506.1999,1.01,6.3E1,0.97,1.06,,1.1E3,2.6E2,1.1E3,506.1995,,,,,,,UNKNOWN,,,,,,,,,,,506.1987,506.1999,6.3E1,0.06,1.1E3,506.1995,DETECTED,0,1.01,1.33,0.97,1.06,2.6E2,1.1E3,1.17,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
48,0,464.0000,464.8000,1.61,1.6E2,1.52,6.68,,2.7E3,5.0E1,2.7E3,464.1779,,,,,,,UNKNOWN,,,,,,,,,,,464.0000,464.8000,1.6E2,0.06,2.7E3,464.1779,DETECTED,0,1.61,0.01,1.52,6.68,5.0E1,2.7E3,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
49,0,657.0982,657.7000,3.42,2.2E1,3.37,3.93,,3.5E2,5.0E1,3.5E2,657.1522,,,,,,,UNKNOWN,,,,,,,,,,,657.0982,657.7000,2.2E1,0.06,3.5E2,657.1522,DETECTED,0,3.42,17.37,3.37,3.93,5.0E1,3.5E2,5.37,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
50,0,509.9000,510.1000,4.05,8.8E1,0.45,4.10,,1.4E3,5.0E1,1.4E3,509.9076,,,,,,,UNKNOWN,,,,,,,,,,,509.9000,510.1000,8.8E1,0.06,1.4E3,509.9076,DETECTED,0,4.05,0.01,0.45,4.10,5.0E1,1.4E3,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
51,0,569.4936,569.5002,4.15,2.1E1,4.10,4.19,,3.6E2,1.2E2,3.6E2,569.4993,,,,,,,UNKNOWN,,,,,,,,,,,569.4936,569.5002,2.1E1,0.06,3.6E2,569.4993,DETECTED,0,4.15,0.75,4.10,4.19,1.2E2,3.6E2,0.88,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
52,0,568.0865,568.7000,4.44,2.5E1,3.19,4.49,,3.4E2,5.0E1,3.4E2,568.1764,,,,,,,UNKNOWN,,,,,,,,,,,568.0865,568.7000,2.5E1,0.06,3.4E2,568.1764,DETECTED,0,4.44,0.04,3.19,4.49,5.0E1,3.4E2,0.52,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
53,0,757.5000,757.6016,5.45,1.5E1,5.41,8.41,,2.0E2,5.0E1,2.0E2,757.5821,,,,,,,UNKNOWN,,,,,,,,,,,757.5000,757.6016,1.5E1,0.07,2.0E2,757.5821,DETECTED,0,5.45,76.00,5.41,8.41,5.0E1,2.0E2,38.50,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
54,0,743.2000,743.5733,5.58,9.3E1,4.89,9.85,,7.9E2,5.0E1,7.9E2,743.4660,,,,,,,UNKNOWN,,,,,,,,,,,743.2000,743.5733,9.3E1,0.25,7.9E2,743.4660,DETECTED,0,5.58,0.43,4.89,9.85,5.0E1,7.9E2,2.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
55,0,748.0000,748.4446,6.19,2.5E2,3.59,6.49,,3.7E3,5.0E1,3.7E3,748.3224,,,,,,,UNKNOWN,,,,,,,,,,,748.0000,748.4446,2.5E2,0.06,3.7E3,748.3224,DETECTED,0,6.19,0.01,3.59,6.49,5.0E1,3.7E3,0.51,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
56,0,691.5071,691.5104,6.24,2.7E1,6.19,6.28,,4.6E2,1.7E2,4.6E2,691.5091,,,,,,,UNKNOWN,,,,,,,,,,,691.5071,691.5104,2.7E1,0.06,4.6E2,691.5091,DETECTED,0,6.24,0.75,6.19,6.28,1.7E2,4.6E2,0.87,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
57,0,749.4998,749.6979,6.32,1.0E2,6.15,6.36,,1.5E3,1.1E2,1.5E3,749.5356,,,,,,,UNKNOWN,,,,,,,,,,,749.4998,749.6979,1.0E2,0.06,1.5E3,749.5356,DETECTED,0,6.32,0.44,6.15,6.36,1.1E2,1.5E3,0.62,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
58,0,773.6000,774.6818,6.41,8.3E2,5.06,6.60,1,7.3E3,5.1E1,7.3E3,774.4166,,,,,,,UNKNOWN,,,,,,,,,,,773.6000,774.6818,8.3E2,0.12,7.3E3,774.4166,DETECTED,0,6.41,2.70,5.06,6.60,5.1E1,7.3E3,0.52,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
59,0,750.0997,750.5225,6.69,1.9E3,4.20,7.04,1,1.7E4,5.0E1,1.7E4,750.4738,,,,,,,UNKNOWN,,,,,,,,,,,750.0997,750.5225,1.9E3,0.10,1.7E4,750.4738,DETECTED,0,6.69,1.32,4.20,7.04,5.0E1,1.7E4,1.14,1,3,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
60,0,776.3994,776.9000,6.71,2.9E1,5.93,6.88,,3.6E2,5.0E1,3.6E2,776.4879,,,,,,,UNKNOWN,,,,,,,,,,,776.3994,776.9000,2.9E1,0.06,3.6E2,776.4879,DETECTED,0,6.71,1.05,5.93,6.88,5.0E1,3.6E2,0.61,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
61,0,725.6000,726.7202,6.95,5.3E2,4.24,7.50,1,5.0E3,5.0E1,5.0E3,726.4358,,,,,,,UNKNOWN,,,,,,,,,,,725.6000,726.7202,5.3E2,0.11,5.0E3,726.4358,DETECTED,0,6.95,2.20,4.24,7.50,5.0E1,5.0E3,1.51,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
62,0,728.4000,729.0000,7.55,2.5E2,1.34,7.69,,2.4E3,5.0E1,2.4E3,728.6046,,,,,,,UNKNOWN,,,,,,,,,,,728.4000,729.0000,2.5E2,0.19,2.4E3,728.6046,DETECTED,0,7.55,1.04,1.34,7.69,5.0E1,2.4E3,0.52,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
63,0,563.8999,564.5000,7.78,1.8E2,5.07,9.37,,3.1E3,5.1E1,3.1E3,563.9184,,,,,,,UNKNOWN,,,,,,,,,,,563.8999,564.5000,1.8E2,0.07,3.1E3,563.9184,DETECTED,0,7.78,1.41,5.07,9.37,5.1E1,3.1E3,1.25,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
64,0,647.8949,648.7000,7.91,6.7E2,0.52,8.98,1,8.6E3,5.0E1,8.6E3,648.5016,,,,,,,UNKNOWN,,,,,,,,,,,647.8949,648.7000,6.7E2,0.06,8.6E3,648.5016,DETECTED,0,7.91,1.67,0.52,8.98,5.0E1,8.6E3,8.05,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
65,0,674.1000,675.4013,8.20,2.1E2,6.19,9.43,,1.3E3,5.1E1,1.3E3,674.5850,,,,,,,UNKNOWN,,,,,,,,,,,674.1000,675.4013,2.1E2,1.17,1.3E3,674.5850,DETECTED,0,8.20,0.64,6.19,9.43,5.1E1,1.3E3,0.83,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
66,0,604.1000,604.7993,8.24,1.6E1,4.41,9.99,,2.2E2,5.0E1,2.2E2,604.7071,,,,,,,UNKNOWN,,,,,,,,,,,604.1000,604.7993,1.6E1,0.07,2.2E2,604.7071,DETECTED,0,8.24,0.46,4.41,9.99,5.0E1,2.2E2,0.73,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
67,0,698.3969,698.4000,8.52,2.0E1,8.47,9.99,,3.2E2,5.6E1,3.2E2,698.3990,,,,,,,UNKNOWN,,,,,,,,,,,698.3969,698.4000,2.0E1,0.06,3.2E2,698.3990,DETECTED,0,8.52,27.90,8.47,9.99,5.6E1,3.2E2,14.63,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
68,0,658.1000,658.7864,8.63,6.8E2,8.56,8.77,1,8.7E3,5.1E1,8.7E3,658.6470,,,,,,,UNKNOWN,,,,,,,,,,,658.1000,658.7864,6.8E2,0.08,8.7E3,658.6470,DETECTED,0,8.63,1.38,8.56,8.77,5.1E1,8.7E3,1.12,1,2,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
69,0,778.5000,778.7000,8.64,4.4E1,6.08,9.17,,3.8E2,5.1E1,3.8E2,778.5989,,,,,,,UNKNOWN,,,,,,,,,,,778.5000,778.7000,4.4E1,0.06,3.8E2,778.5989,DETECTED,0,8.64,0.25,6.08,9.17,5.1E1,3.8E2,0.60,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,
